GRIN_Accession,mean_observation_value
PI398742,15.8
PI398828,16.3
PI398880,15.8
PI398998,15.8
PI399058,16.700000000000003
PI399066,15.8
PI406709,15.8
PI407906,15.8
PI408093,16.25
PI408300,15.8
PI416974,15.8
PI417002,15.8
PI417121,15.8
PI417143,15.8
PI417391,15.8
PI423787,15.8
PI423828,15.8
PI423842,15.8
PI423926,16.5
PI423953,17.0
PI424151,15.8
PI424268,16.950000000000003
PI424403,15.8
PI424414,15.8
PI424430,15.8
PI424477,15.8
PI424522,15.8
PI424542,15.8
PI424559,15.8
PI430599,15.8
PI437570,15.8
PI437571,15.8
PI437770,15.8
PI438278,16.950000000000003
PI438498,15.8
PI458025,15.8
PI458095,17.3
PI458157,15.8
PI458190,16.0
PI458234,15.8
PI476908,15.8
PI476927,15.8
PI486330,15.8
PI506508,15.8
PI506734,15.8
PI506947,17.5
PI507565,15.8
PI548442,15.8
PI548467,17.4
PI548648,15.8
PI549024,15.8
PI567412,15.8
PI567589,15.8
PI567693,15.8
PI567759,15.8
PI578309,16.950000000000003
PI578366,17.55
PI407790-1,15.8
PI407859-2,16.3
PI407950-2,16.4
PI407998C,15.8
PI407998B,16.4
PI408003-2,15.8
PI408134A,16.9
PI408285B,16.05
PI408294A,15.8
PI417196A,16.450000000000003
PI424251A,15.8
PI424335A,17.05
PI424555B,15.8
PI424555A,15.8
PI430598B,15.8
PI437586A,15.8
PI507844A,15.8
PI587967,17.25
PI587899,17.9
PI587801,17.200000000000003
PI587747,17.1
PI587673,16.950000000000003
PI587599,15.8
PI416874A,15.8
PI567711B,15.8
PI567262D,15.8
PI567267A,15.8
PI567181B,15.8
PI578324B,16.05
PI567033A,15.8
PI567083A,16.65
PI578375B,16.0
PI592953,15.8
PI594019,16.9
PI594167,16.9
PI594642,15.8
PI594701,15.8
PI594703,16.6
PI594705,15.8
PI594822,15.8
PI594619,15.8
PI594620,18.3
PI587767B,15.8
PI588024B,17.25
PI588027D,17.25
PI588033C,16.85
PI587664B,15.8
PI587721A,17.35
PI587887B,15.8
PI587625B,18.0
PI587687E,17.3
PI587992E,17.25
PI587633D,15.8
PI603160,15.8
PI603402,15.8
PI603490,15.8
PI603559,15.8
PI603582,15.8
PI605838,17.75
PI594217C,17.5
PI594433A,15.8
PI594444A,17.55
PI594570A,17.0
PI594638B,18.1
PI594792A,15.8
PI594803B,15.8
PI603599A,15.8
PI603718B,15.8
PI603427C,15.8
PI603443B,15.850000000000001
PI603458A,15.8
PI603737B,15.8
PI603667A,15.8
PI605831A,15.8
PI605818B,15.8
PI79727,15.9
PI153216,15.9
PI200532,15.9
PI204336,15.9
PI205914,15.9
PI210351,15.9
PI219655,15.9
PI340005,15.9
PI361080,15.9
PI381681,15.9
PI393540,15.9
PI398208,16.85
PI398375,15.9
PI398618,18.15
PI398663,15.9
PI398674,15.9
PI398912,15.9
PI398923,15.9
PI398985,15.9
PI398999,15.9
PI399095,16.65
PI399111,18.05
PI407752,16.8
PI407816,15.9
PI407823,15.9
PI407831,15.9
PI407863,16.3
PI407910,16.65
PI407934,15.9
PI407993,15.9
PI408101,15.9
PI416855,16.65
PI416864,15.9
PI417183,15.9
PI417270,15.9
PI417321,15.9
PI417328,16.55
PI417453,15.9
PI417458,17.1
PI417517,17.3
PI419043,15.9
PI423775,15.9
PI423811,15.9
PI423933,15.9
PI423944,15.9
PI423947,15.9
PI424149,15.9
PI424454,15.9
PI424556,16.45
PI437142,15.9
PI437322,15.9
PI437786,15.9
PI438317,17.15
PI458092,17.85
PI468964,15.9
PI506653,15.9
PI506938,16.5
PI507238,15.9
PI507480,17.0
PI538383,15.9
PI548414,15.9
PI561295,18.4
PI567185,18.0
PI567361,15.9
PI567374,15.9
PI567464,16.75
PI567637,15.9
PI567670,17.25
PI567703,15.9
PI567756,15.9
PI578438,15.9
PI85666S,16.95
PI339868C,17.2
PI407805A,15.9
PI407806B,15.9
PI407832A,15.9
PI407872C,15.9
PI407902B,15.9
PI408224B,15.9
PI423827A,15.9
PI424156A,15.9
PI437685A,15.9
PI507741B,15.9
PI587926,15.9
PI587904,15.9
PI587850,17.8
PI587826,17.8
PI587807,17.65
PI587733,16.7
PI587629,15.9
PI567355A,15.9
PI567375B,17.0
PI567403A,18.1
PI567404F,17.4
PI567491A,15.9
PI567507B,15.9
PI567522A,16.85
PI567538B,16.95
PI567595A,15.9
PI567647A,15.9
PI578482A,15.9
PI416873C,15.9
PI578308B,16.9
PI578324D,15.95
PI567003A,15.9
PI567035A,17.55
PI567060B,15.9
PI567082C,15.9
PI578482C,16.5
PI594177,17.1
PI594288,16.95
PI594434,15.9
PI594564,17.85
PI594695,15.9
PI594710,17.45
PI594778,17.3
PI594780,18.9
PI594843,15.9
PI594868,15.9
PI594879,16.45
PI587625A,18.25
PI587821B,17.9
PI587862B,17.5
PI587966A,17.65
PI587627B,17.55
PI587903B,16.1
PI587631A,18.0
PI587891A,17.75
PI587862A,17.3
PI587992F,17.3
PI587662B,17.75
PI567017B,15.9
PI587877B,15.9
PI603336,15.9
PI603367,17.05
PI603411,15.9
PI603494,15.9
PI603734,15.9
PI603748,15.9
PI603754,17.15
PI605773,17.65
PI605808,15.9
PI605867,15.9
PI606396,15.9
PI587682C,18.25
PI594635B,18.1
PI594638A,18.05
PI594659C,15.9
PI594807A,17.85
PI594810A,18.75
PI594885C,15.9
PI603513A,17.55
PI603513B,15.9
PI603678A,15.9
PI603346B,15.9
PI603427B,16.35
PI603472B,15.9
PI603548B,15.9
PI603585B,15.9
PI603667B,15.9
PI603698J,15.9
PI603687A,15.9
PI603545A,15.9
PI603570C,15.9
PI605810C,15.9
PI605877E,16.95
PI605885A,15.9
PI615695,15.9
FC31750,18.2
FC31934,16.5
PI63271,16.0
PI88820,17.2
PI123587,17.25
PI153280,16.8
PI153681,18.2
PI154196,16.0
PI157432,16.8
PI159924,16.0
PI174856,16.0
PI181567,16.0
PI209577,16.0
PI215693,16.0
PI229316,16.0
PI230974,16.0
PI243516,16.0
PI283326,16.0
PI393538,16.0
PI398185,16.0
PI398307,17.55
PI398581,18.15
PI398724,16.0
PI398732,16.0
PI398761,16.0
PI398768,16.5
PI398827,16.0
PI398913,16.0
PI398946,16.0
PI398970,16.0
PI399004,16.0
PI399057,16.55
PI399110,17.2
PI407733,18.05
PI407739,17.8
PI407758,18.0
PI407776,17.1
PI407783,17.85
PI407809,16.65
PI407916,16.9
PI407991,16.0
PI408218,16.65
PI417125,16.0
PI417142,16.0
PI417265,16.0
PI417371,16.0
PI417431,16.0
PI417457,16.0
PI417462,16.0
PI417473,17.35
PI417566,16.0
PI423720,18.2
PI423727,16.0
PI423789,16.0
PI423834,16.0
PI423963,17.15
PI424181,16.0
PI424228,16.0
PI424246,16.0
PI424344,16.0
PI424421,16.0
PI424436,16.0
PI424585,16.0
PI437386,16.0
PI437396,16.0
PI437478,16.0
PI437655,18.15
PI437782,16.0
PI458018,16.2
PI458083,16.0
PI458088,17.1
PI458109,16.0
PI458277,16.0
PI464909,16.45
PI468971,16.95
PI471940,16.0
PI476922,16.6
PI476931,16.0
PI476936,16.0
PI481690,16.9
PI506572,16.0
PI507020,16.0
PI507059,17.2
PI507131,16.0
PI509080,16.0
PI548468,16.0
PI548481,16.0
PI549048,16.0
PI567241,16.0
PI567318,18.35
PI567470,17.05
PI567669,16.0
PI567678,16.8
PI567694,16.0
PI567699,16.0
PI567709,16.0
PI567736,18.1
PI323586B,17.4
PI340031A,17.05
PI407806A,16.0
PI408019C,16.0
PI408294B,17.45
PI423808A,16.0
PI424214C,16.0
PI424499C,16.0
PI430598A,16.0
PI437641B,16.5
PI438137A,16.25
PI495017B,16.0
PI587993,16.0
PI587875,17.55
PI587782,16.85
PI587729,17.65
PI587715,17.7
PI587671,16.0
PI587654,17.55
PI587657,17.15
PI567306A,16.0
PI567321B,16.0
PI567404C,16.0
PI567466B,16.0
PI567482C,16.0
PI567614C,16.95
PI567671B,16.0
PI567679A,16.0
PI567679C,16.0
PI567257B,17.05
PI578311A,16.0
PI566979A,16.0
PI567027B,16.0
PI567137B,16.0
PI594235,16.25
PI594440,18.0
PI594443,16.0
PI594447,16.0
PI594551,16.0
PI594584,17.9
PI594592,17.7
PI594633,18.0
PI594706,17.35
PI594811,17.1
PI594889,16.6
PI587658B,17.25
PI587716B,16.0
PI587976D,16.0
PI587970B,17.7
PI587854B,16.0
PI587660B,16.0
PI587700C,16.95
PI587721C,16.0
PI588033A,17.65
PI587814G,17.7
PI602499,16.0
PI603568,16.0
PI603653,16.0
PI603697,16.0
PI587618C,19.0
PI593999A,16.7
PI594492A,16.0
PI594498A,16.35
PI594498B,17.15
PI594512C,16.0
PI594512D,16.0
PI594738A,17.45
PI594837C,16.0
PI603742B,16.0
PI603412B,16.0
PI603422B,16.15
PI603438C,16.0
PI603487A,17.2
PI603543C,16.0
PI603909B,16.0
PI605809A,16.0
PI605827C,16.0
PI605834B,16.0
PI605877C,16.0
PI606369A,16.0
FC30282,17.85
PI81770,16.15
PI96035,16.1
PI200498,16.1
PI208785,16.1
PI219652,16.1
PI230972,16.1
PI232987,16.1
PI323569,16.1
PI324189,16.1
PI339985,18.25
PI340054,16.1
PI372412,16.1
PI377576,18.15
PI379556,16.1
PI381676,17.5
PI393545,16.1
PI398202,16.1
PI398368,16.1
PI398423,16.55
PI398441,16.1
PI398450,16.1
PI398466,17.25
PI398503,16.5
PI398519,17.65
PI398580,16.1
PI398657,16.1
PI398688,17.65
PI398711,17.55
PI398892,16.1
PI399006,16.1
PI399013,17.4
PI399082,17.05
PI399112,16.1
PI407656,16.1
PI407749,16.5
PI407787,16.85
PI407796,16.1
PI407860,16.1
PI407881,16.6
PI407997,16.1
PI408029,16.1
PI408037,17.5
PI408041,17.0
PI408091,16.5
PI408159,16.85
PI416949,16.1
PI417114,16.1
PI417274,17.5
PI417301,17.05
PI423800,16.1
PI423816,16.1
PI423853,16.1
PI423939,16.1
PI423940,16.1
PI424223,16.75
PI424267,16.65
PI424332,16.1
PI424334,16.1
PI424416,16.1
PI424452,16.1
PI424613,16.1
PI437232,16.1
PI437321,16.1
PI437574,16.1
PI437672,17.8
PI437718,16.1
PI437798,16.1
PI437803,16.1
PI437905,16.1
PI438033,16.950000000000003
PI438063,16.1
PI438299,16.1
PI438345,16.1
PI438346,16.1
PI458026,16.450000000000003
PI458167,16.1
PI458201,16.1
PI458228,16.1
PI468970,17.1
PI475815,17.55
PI475821,16.1
PI486335,16.1
PI497959,17.1
PI506534,16.1
PI506648,16.1
PI506679,17.75
PI506959,16.15
PI507029,16.1
PI507046,16.1
PI507107,16.950000000000003
PI507160,16.6
PI507315,17.700000000000003
PI507432,17.4
PI507531,17.0
PI507567,16.950000000000003
PI507569,16.1
PI509090,16.1
PI548437,18.05
PI548465,16.1
PI561381,16.1
PI567327,18.4
PI567421,16.1
PI567599,16.1
PI567665,16.1
PI567674,16.1
PI567695,16.1
PI578317,17.200000000000003
PI578450,16.1
PI407773B,16.8
PI407867B,16.1
PI407869B,16.1
PI407872A,16.1
PI408074C,16.1
PI408209B,16.1
PI408217B,17.3
PI408293-2,16.950000000000003
PI408335A,17.05
PI423827B,16.1
PI424214B,16.1
PI424368B,16.1
PI424444B,16.65
PI424484B,17.950000000000003
PI424491B,16.1
PI424499D,16.1
PI437145A,16.1
PI458024A,17.05
PI458060B,16.9
PI464915A,16.35
PI561318B,16.4
PI588001,17.3
PI567366A,16.1
PI567379C,16.1
PI567267B,16.1
PI567257A,18.35
PI578324F,16.85
PI567010A,16.1
PI567072A,16.1
PI567106C,16.1
PI567133B,16.1
PI594148,16.4
PI594547,16.1
PI594479,18.200000000000003
PI594755,16.1
PI594462,16.1
PI587890A,17.35
PI587988A,17.65
PI587579B,18.1
PI587992A,17.35
PI587664A,17.55
PI587788C,18.450000000000003
PI587970A,17.05
PI587641A,17.75
PI578498B,16.1
PI597394,16.1
PI597487,17.450000000000003
PI603403,16.1
PI603500,16.1
PI603649,16.1
PI606364,16.1
PI606367,16.1
PI606370,16.1
PI594401A,16.1
PI594401B,17.1
PI594401C,18.1
PI594463A,16.1
PI594471B,16.1
PI594586A,16.1
PI594603A,18.4
PI594652B,16.1
PI594674A,16.1
PI603615A,16.1
PI603428C,16.1
PI603466B,16.1
PI603496A,16.1
PI603502A,16.1
PI603554A,16.1
PI603554B,16.1
PI603668A,16.1
PI603704B,16.1
PI603753A,16.1
PI603913B,16.1
PI603412A,16.1
PI605837C,16.1
PI605853B,16.1
PI605861A,16.950000000000003
PI605832B,16.1
FC19976,16.2
FC30267,18.1
FC31744,17.9
PI84967,17.6
PI86904,16.2
PI87059,16.2
PI159922,16.2
PI200459,16.2
PI243532,16.2
PI243551,16.2
PI247678,16.2
PI261466,16.2
PI274422,18.1
PI274423,16.2
PI323276,16.2
PI324190,16.2
PI339994,16.5
PI340041,16.2
PI361089,16.2
PI368039,16.2
PI379561,16.2
PI398204,17.65
PI398218,16.65
PI398631,16.2
PI398706,16.2
PI398847,16.5
PI398886,16.2
PI398895,17.049999999999997
PI398919,16.2
PI398941,16.2
PI399007,17.299999999999997
PI399028,16.2
PI399079,16.2
PI399100,18.75
PI399125,16.799999999999997
PI404172,16.2
PI407729,16.2
PI407828,16.2
PI407895,16.2
PI407908,16.2
PI407942,16.7
PI407992,16.799999999999997
PI408015,16.2
PI408189,16.45
PI408275,16.2
PI408302,16.4
PI416771,16.2
PI416791,16.2
PI416801,18.15
PI416946,16.2
PI416959,16.2
PI417062,16.2
PI417072,16.2
PI417082,16.2
PI417384,16.2
PI417463,16.2
PI423774,16.2
PI423841,16.2
PI423897,16.2
PI423968,16.2
PI424175,16.2
PI424258,16.2
PI424306,17.0
PI424390,16.2
PI424449,16.25
PI424479,16.2
PI424536,16.2
PI437080,16.2
PI437206,16.2
PI437243,16.2
PI437390,17.4
PI437397,16.2
PI437511,16.2
PI438065,16.2
PI438458,16.2
PI438497,16.2
PI442018,16.2
PI445802,16.2
PI458195,16.2
PI458248,16.2
PI458298,16.2
PI464911,16.2
PI476925,16.2
PI486331,17.15
PI494752,17.25
PI504495,16.2
PI506873,16.95
PI507147,16.2
PI507548,16.2
PI548450,16.2
PI567256,16.2
PI567509,17.1
PI567557,16.2
PI567619,16.2
PI567655,16.2
PI567722,16.2
PI578320,17.7
PI339865A,16.2
PI340031B,17.549999999999997
PI407818A,16.2
PI407859-1,17.2
PI407927B,17.0
PI407961-2,16.2
PI408055B,16.75
PI408092A,16.5
PI408092C,17.25
PI408138B,16.2
PI408169B,16.45
PI408196A,16.7
PI408259A,16.2
PI408272C,16.45
PI408272B,16.2
PI416868A,16.2
PI423799A,16.2
PI424172A,16.45
PI424222A,16.2
PI437189B,16.2
PI437294B,16.2
PI437685B,16.2
PI438004B,16.2
PI438496A,16.2
PI512322D,16.2
PI538386A,16.2
PI549042A,16.9
PI588031,18.15
PI587895,17.299999999999997
PI587849,17.9
PI587816,17.799999999999997
PI587817,18.9
PI587800,17.75
PI587774,17.5
PI587765,17.35
PI587735,17.75
PI587737,16.2
PI587691,17.5
PI587619,18.65
PI587602,16.95
PI587561,18.25
PI567645A,16.2
PI567696C,16.2
PI567774B,16.85
PI567261E,17.0
PI567262C,16.2
PI566970A,16.2
PI567025B,16.2
PI567046C,17.9
PI567087B,16.2
PI578446B,16.2
PI593968,17.25
PI594152,16.2
PI594441,16.2
PI594581,18.049999999999997
PI594865,16.799999999999997
PI594417,17.95
PI594421,16.2
PI594606,18.65
PI594607,18.299999999999997
PI587550B,17.549999999999997
PI587620C,17.5
PI587668B,17.95
PI587719C,16.2
PI587979B,17.5
PI587996D,17.95
PI588006B,17.85
PI587887A,17.65
PI587612B,17.799999999999997
PI587612D,17.45
PI587767A,17.65
PI587900B,16.2
PI587659B,17.65
PI603686,16.2
PI605814,16.2
PI605868,16.2
PI594415A,18.299999999999997
PI594426A,17.549999999999997
PI594512A,17.049999999999997
PI594512B,16.2
PI594557B,18.049999999999997
PI594560C,16.2
PI594644A,18.45
PI594674C,16.2
PI594802A,17.799999999999997
PI594810B,17.45
PI594837B,16.2
PI594875B,16.2
PI594900B,17.25
PI603421B,16.2
PI603541B,16.2
PI603755D,16.2
PI605786B,16.2
PI605839A,16.2
PI605821C,16.2
PI605842A,16.2
PI605850A,16.2
PI605863B,16.2
FC31649,18.1
PI86078,16.3
PI97066,17.85
PI103079,17.3
PI159926,16.3
PI181541,16.3
PI205909,16.3
PI210179,17.65
PI229321,16.3
PI361101,17.15
PI381674,16.3
PI381682,16.3
PI398181,16.3
PI398201,16.3
PI398221,16.3
PI398222,17.25
PI398305,16.3
PI398374,16.3
PI398469,16.3
PI398529,16.700000000000003
PI398609,16.3
PI398638,17.35
PI398759,16.3
PI398835,16.3
PI398853,16.3
PI398868,16.3
PI399070,16.3
PI407789,17.6
PI407886,16.3
PI407909,16.950000000000003
PI407968,17.25
PI407989,16.55
PI408147,17.8
PI408204,17.85
PI408249,16.700000000000003
PI408301,16.3
PI408320,16.3
PI416859,16.3
PI416872,16.3
PI416995,16.3
PI417008,16.3
PI417047,16.3
PI417065,16.3
PI417091,16.4
PI417093,16.3
PI417123,16.3
PI417231,16.3
PI417258,16.3
PI417435,16.3
PI417447,16.3
PI417452,16.3
PI417570,16.9
PI423870,16.3
PI424144,16.3
PI424243,17.05
PI424265,16.450000000000003
PI424326,16.6
PI424383,16.3
PI424401,16.65
PI430595,16.3
PI437241,16.3
PI437402,16.3
PI437484,16.3
PI437828,17.3
PI438110,16.3
PI438258,18.3
PI442010,16.3
PI442016,16.3
PI458115,16.3
PI458158,16.3
PI458224,16.3
PI458266,16.3
PI458269,16.3
PI476910,16.3
PI497964,16.3
PI506484,16.3
PI506571,17.55
PI506705,16.3
PI506834,16.3
PI506859,17.950000000000003
PI506885,16.3
PI507194,18.1
PI507227,16.3
PI509076,16.3
PI518726,16.3
PI532434,16.3
PI548341,17.0
PI561382,16.3
PI567202,16.8
PI567236,16.3
PI567245,16.3
PI567315,17.15
PI567354,18.200000000000003
PI567524,16.3
PI567526,16.3
PI567714,16.3
PI567729,17.35
PI567763,16.3
PI578321,16.4
PI339868E,17.05
PI407795A,16.3
PI407950-1,17.15
PI408016A,16.3
PI408070A,16.3
PI408074B,17.75
PI408197A,16.6
PI408260B,16.3
PI408293-1,16.950000000000003
PI408332A,16.3
PI416868B,16.3
PI423736B,17.450000000000003
PI423948B,16.3
PI423987A,17.75
PI424214A,16.3
PI424221B,16.3
PI424324A,16.3
PI424347A,16.3
PI424357B,16.3
PI424549B,17.25
PI437126A,16.3
PI437127B,16.3
PI437145B,16.3
PI437463B,16.3
PI438027B,16.3
PI458171B,16.65
PI458236A,16.3
PI475811B,17.0
PI483082A,16.450000000000003
PI507089A,16.3
PI588013,17.75
PI587995,17.5
PI587855,18.25
PI587797,16.3
PI587802,18.25
PI587761,17.8
PI587764,17.9
PI587728,17.950000000000003
PI587738,17.950000000000003
PI587707,17.65
PI587711,18.200000000000003
PI587696,16.3
PI567300B,16.3
PI567306B,16.3
PI567362A,16.3
PI567466A,17.25
PI567587B,16.3
PI567617A,16.3
PI567756B,16.3
PI567779C,18.3
PI578319A,16.3
PI566988A,16.3
PI567000A,17.55
PI567041C,16.3
PI567107B,16.3
PI594002,18.450000000000003
PI594903,16.3
PI594548,16.3
PI594508,16.3
PI594588,18.15
PI594729,16.3
PI594853,16.3
PI587592A,18.0
PI587661A,17.65
PI587757A,18.1
PI587892A,18.700000000000003
PI588027A,17.85
PI587643B,17.8
PI587721B,16.3
PI587992B,17.950000000000003
PI587839B,17.65
PI587966B,18.4
PI587999A,16.3
PI588027B,17.1
PI587687A,16.3
PI587698A,16.3
PI587682A,17.65
PI603464,16.3
PI603468,16.3
PI603491,16.3
PI603526,16.3
PI603756,16.3
PI594005B,16.3
PI594448B,18.15
PI594555A,16.3
PI594567C,16.3
PI594618C,18.65
PI594700A,16.3
PI594758C,16.3
PI594799A,18.4
PI597475B,16.3
PI603735A,16.3
PI603422A,16.3
PI603543A,16.3
PI603570A,16.3
PI603576A,16.3
PI603755E,16.3
PI603757C,16.3
PI603424C,17.4
PI603564A,16.3
PI612709C,17.35
PI594789A,17.700000000000003
PI605826D,16.3
PI605828C,16.3
PI605831B,16.3
PI605845C,16.3
PI605882A,16.3
PI605885B,16.3
PI605817C,17.05
PI605828A,16.3
FC30967,17.9
PI59849,16.4
PI71444,16.4
PI86482,16.4
PI152573,16.4
PI181564,16.4
PI181571,17.049999999999997
PI183930,16.4
PI192871,16.4
PI200531,16.4
PI204338,16.4
PI209839,16.4
PI224269,16.4
PI248510,16.4
PI253664,16.4
PI274205,16.4
PI274206,17.5
PI295947,16.4
PI303651,16.4
PI331794,16.4
PI340009,17.049999999999997
PI342003,18.049999999999997
PI368038,16.4
PI381665,17.65
PI381672,16.4
PI398194,16.4
PI398196,17.5
PI398216,17.1
PI398379,16.4
PI398390,17.9
PI398452,16.4
PI398460,16.75
PI398575,16.4
PI398608,18.65
PI398719,16.4
PI398723,17.7
PI398743,17.9
PI398762,16.45
PI398801,16.4
PI398804,16.4
PI398808,16.45
PI398867,16.75
PI398922,16.549999999999997
PI398942,16.4
PI398944,16.4
PI398986,17.4
PI399001,16.65
PI399025,17.7
PI399061,16.4
PI406707,16.4
PI406708,16.4
PI407847,16.4
PI407888,16.4
PI407944,16.4
PI408013,16.4
PI408039,16.4
PI408085,16.4
PI408190,17.35
PI408227,16.4
PI408288,16.4
PI408289,17.1
PI408316,16.65
PI416757,16.4
PI416888,16.549999999999997
PI416915,16.4
PI416917,16.4
PI416958,17.2
PI417056,16.65
PI417087,16.4
PI417147,16.4
PI417148,18.049999999999997
PI417154,17.5
PI417276,16.4
PI417296,16.4
PI417305,18.1
PI417401,16.4
PI417569,16.4
PI423803,16.4
PI423813,16.4
PI423820,16.4
PI423943,16.4
PI423967,16.4
PI424135,16.4
PI424242,16.4
PI424468,16.4
PI424492,17.1
PI424516,16.4
PI424602,19.1
PI437119,16.4
PI437230,16.4
PI437412,16.4
PI437476,16.4
PI437499,16.4
PI438415,16.9
PI458075,17.0
PI458079,17.1
PI458270,16.4
PI458304,16.4
PI476881,17.0
PI476899,16.4
PI476938,16.4
PI497970,16.4
PI506579,16.4
PI506580,16.4
PI506593,16.4
PI506602,16.4
PI506756,18.25
PI506793,18.0
PI506948,16.4
PI507051,16.4
PI507053,16.4
PI507080,16.4
PI507239,16.4
PI507241,16.4
PI507311,17.9
PI518728,16.4
PI518831,16.4
PI518833,16.4
PI532461,16.4
PI548321,16.4
PI548392,16.4
PI548420,16.4
PI548440,16.4
PI564524,18.25
PI567113,16.4
PI567148,18.2
PI567182,16.4
PI567244,16.799999999999997
PI567259,16.4
PI567427,16.4
PI567492,16.7
PI567700,16.4
PI567748,16.75
PI291274A,16.4
PI339865B,16.4
PI340021A,16.4
PI340053A,16.4
PI379559D,16.65
PI407659A,16.4
PI407867A,17.35
PI407869A,16.4
PI407937-1,16.4
PI408004-1,16.4
PI408055C,16.4
PI408169A,16.4
PI408222B,16.9
PI408310B,16.4
PI417196B,17.299999999999997
PI417345B,16.4
PI424270A,16.4
PI424342B,16.4
PI424348C,16.4
PI424484A,16.95
PI424487B,16.7
PI424611B,17.15
PI437112B,16.4
PI437261C,17.299999999999997
PI437685C,16.4
PI437695C,16.4
PI437845D,16.4
PI438250A,16.4
PI458065A,16.4
PI507320B,16.799999999999997
PI587810,17.35
PI587772,18.15
PI587704,18.0
PI587624,16.4
PI587562,17.75
PI567290B,16.4
PI567333A,16.4
PI567351B,18.1
PI567377B,16.4
PI567520A,16.4
PI567603A,16.4
PI567632A,16.4
PI567648A,16.4
PI567671A,16.4
PI567711A,16.4
PI567717C,16.4
PI578305B,16.4
PI578323B,16.85
PI567005C,16.4
PI567049A,16.4
PI567144A,16.4
PI578471A,16.4
PI578477A,17.35
PI592929,17.549999999999997
PI594297,16.4
PI594902,16.4
PI594446,16.4
PI594483,18.1
PI594490,18.35
PI594641,17.7
PI594831,18.0
PI594888,16.4
PI594424,17.4
PI594431,16.4
PI587573A,17.95
PI587915C,16.6
PI587806A,17.7
PI587903A,16.4
PI587968B,17.549999999999997
PI587580A,17.65
PI587588A,16.4
PI587647A,18.5
PI587730B,17.45
PI587984A,18.2
PI588033D,17.35
PI587719A,17.95
PI603509,16.4
PI603601,16.4
PI603674,16.4
PI603729,16.4
PI603733,16.4
PI605813,16.4
PI605829,16.4
PI594268A,17.299999999999997
PI594415B,16.4
PI594426B,17.65
PI594427A,17.95
PI594427B,16.4
PI594433B,18.549999999999997
PI594471C,16.4
PI594486B,18.7
PI594549C,17.6
PI594603B,17.75
PI594805A,16.4
PI594835B,16.4
PI603424D,17.5
PI603445A,18.25
PI603698I,17.65
PI603511B,16.4
PI603587A,16.799999999999997
FC31721,16.5
PI36906,17.95
PI89775,16.5
PI170893,17.8
PI179825,17.75
PI200490,17.0
PI200524,16.5
PI200549,16.5
PI203402,16.5
PI208433,16.5
PI224268,17.65
PI227565,16.5
PI229328,16.5
PI229331,17.6
PI230976,17.55
PI253663,16.5
PI322694,18.25
PI340010,16.5
PI340011,16.5
PI340019,17.25
PI346309,17.2
PI360835,16.5
PI378663,16.5
PI398197,16.5
PI398282,16.5
PI398289,16.5
PI398429,16.5
PI398470,16.85
PI398511,17.3
PI398514,16.5
PI398540,16.5
PI398576,16.5
PI398625,16.5
PI398637,16.5
PI398652,16.5
PI398668,18.3
PI398682,17.4
PI398717,16.5
PI398757,16.5
PI398803,16.5
PI398813,17.2
PI398843,16.5
PI398904,16.5
PI399017,17.7
PI399029,18.55
PI399077,16.5
PI399115,17.6
PI407746,16.5
PI407762,17.15
PI407785,16.85
PI407792,17.75
PI407812,16.5
PI407865,16.55
PI407873,16.8
PI407911,17.55
PI407924,16.5
PI407928,16.5
PI407985,16.5
PI408014,17.35
PI408058,18.65
PI408068,16.5
PI408071,16.75
PI408114,16.5
PI408130,17.25
PI408148,16.5
PI408170,16.5
PI408245,16.5
PI416840,16.5
PI416862,16.5
PI416875,16.5
PI416928,16.5
PI416945,16.5
PI416989,16.5
PI417022,16.5
PI417027,16.5
PI417054,16.5
PI417084,16.5
PI417092,16.5
PI417145,16.5
PI417168,16.5
PI417434,16.5
PI417471,16.5
PI423765,16.7
PI423795,16.8
PI423819,16.5
PI423959,16.5
PI424153,16.5
PI424163,16.5
PI424177,16.65
PI424302,16.5
PI424314,16.5
PI424316,17.45
PI424381,16.5
PI424427,16.5
PI424442,16.5
PI424465,16.55
PI424495,16.5
PI424554,16.5
PI424572,16.65
PI424599,16.7
PI424603,16.5
PI430619,17.4
PI437199,16.5
PI437333,16.5
PI437388,16.5
PI437398,16.5
PI437579,16.5
PI437667,16.5
PI438287,16.5
PI438296,16.5
PI458138,16.5
PI458207,16.5
PI458233,18.1
PI458522,17.4
PI461509,16.9
PI467332,16.5
PI471939,17.7
PI476880,16.5
PI495016,16.5
PI506573,16.5
PI506879,17.9
PI506939,16.5
PI507004,16.5
PI507271,16.5
PI507282,16.5
PI537096,16.5
PI540739,19.0
PI548469,18.1
PI548470,16.5
PI549046,16.5
PI561390,17.25
PI566962,16.5
PI566974,16.5
PI567024,16.5
PI567042,16.5
PI567237,16.5
PI567247,16.5
PI567271,16.5
PI567308,16.55
PI567426,16.55
PI567478,16.9
PI567584,16.5
PI567635,16.5
PI567719,16.5
PI567732,16.5
PI578448,16.5
PI123577B,17.15
PI407658B,16.5
PI407658A,16.5
PI407773A,16.5
PI407781B,16.5
PI407805B,16.5
PI407821A,16.5
PI407832B,16.5
PI407914D,16.5
PI407927A,16.9
PI407998A,16.5
PI408197B,16.5
PI408209C,16.5
PI408225A,16.5
PI408265B,16.5
PI408272A,16.75
PI408281A,16.5
PI417150B,16.5
PI423798B,16.5
PI424227A,17.0
