GRIN_Accession,mean_observation_value
PI437296,17.8
PI437370,17.8
PI437401,18.0
PI437444,17.8
PI437468,17.8
PI437505,17.8
PI437547,17.8
PI437684,19.3
PI437686,17.8
PI437742,19.450000000000003
PI437797,17.8
PI437859,17.8
PI437922,17.8
PI437936,17.8
PI437976,17.8
PI437999,19.5
PI438035,18.5
PI438066,17.8
PI438071,17.8
PI438074,17.8
PI438089,17.8
PI438260,17.8
PI438280,17.8
PI438291,17.8
PI438329,17.8
PI438333,18.3
PI438338,18.450000000000003
PI438403,18.05
PI438464,18.200000000000003
PI458064,18.15
PI458121,17.8
PI458164,17.8
PI458185,17.8
PI458194,17.8
PI458208,17.8
PI458211,18.700000000000003
PI467338,18.4
PI475810,17.8
PI481691,17.8
PI490769,19.35
PI506594,17.8
PI506698,17.8
PI506708,17.8
PI506754,17.8
PI506847,17.8
PI506929,17.8
PI506975,20.700000000000003
PI506997,17.8
PI507019,17.8
PI507090,18.5
PI507108,17.8
PI507169,17.85
PI507213,17.8
PI507219,17.8
PI507225,19.3
PI507261,17.8
PI507302,17.8
PI507329,17.8
PI507469,18.35
PI507501,17.8
PI507517,17.8
PI518709,18.85
PI532471,19.55
PI539861,17.8
PI548296,17.8
PI548301,17.8
PI548517,17.8
PI548518,17.8
PI548538,17.8
PI548546,18.700000000000003
PI548563,19.46666666666667
PI548627,18.733333333333334
PI561308,18.833333333333332
PI567126,17.8
PI567454,17.8
PI567474,17.8
PI567536,17.8
PI567539,18.35
PI567556,18.55
PI567609,18.35
PI567731,17.8
PI567790,17.8
PI570668,17.8
FC19979-2,19.05
PI86903-4,17.8
PI88466-1,17.8
PI273483A,17.8
PI317334A,19.0
PI358317B,17.8
PI361066B,17.8
PI361077A,17.8
PI407655A,17.8
PI407725A,17.8
PI407786A,17.8
PI407786B,18.15
PI407867C,17.8
PI407975A,18.200000000000003
PI408228B,17.8
PI408262A,17.950000000000003
PI408295B,17.8
PI416769A,17.8
PI416904B,18.4
PI423728A,17.8
PI423798A,17.8
PI423814B,17.8
PI423890A,18.8
PI423914A,18.65
PI424237A,18.35
PI424247A,17.8
PI424250A,20.35
PI424340B,17.8
PI424487A,17.8
PI424493B,18.450000000000003
PI424535B,18.950000000000003
PI424535A,17.8
PI437129A,17.8
PI437306B,17.8
PI437378C,17.8
PI437474B,17.8
PI437474A,17.8
PI437611A,17.8
PI437622A,17.8
PI437646B,17.8
PI437695B,17.8
PI437695A,17.8
PI437740B,19.1
PI437840A,17.8
PI437848B,17.8
PI437851A,19.1
PI437864A,17.8
PI437995B,19.450000000000003
PI438109C,19.15
PI438330A,17.8
PI458061A,18.65
PI458175A,17.8
PI458202B,18.4
PI458306A,17.9
PI458826A,17.8
PI467318B,18.4
PI475812A,17.8
PI506840A,17.8
PI507442B,17.85
PI507679B,17.8
PI507718A,17.8
PI561358A,17.8
PI587969,19.05
PI587879,19.05
PI587836,17.8
PI587749,19.3
PI587759,19.15
PI587708,18.5
PI587635,17.950000000000003
PI587605,20.05
PI567335B,17.8
PI567352A,17.8
PI567375A,17.8
PI567377A,17.8
PI567447C,19.25
PI567549B,17.8
PI567568B,17.8
PI567717A,17.950000000000003
PI567742A,17.8
PI567775B,18.4
PI567155A,18.86666666666667
PI567224A,19.05
PI567264A,17.8
PI578315A,19.05
PI578419A,17.8
PI578471B,18.75
PI578473C,19.450000000000003
PI578477B,17.8
PI592915,20.75
PI592975,19.65
PI593973,18.9
PI594160,18.25
PI594261,17.8
PI594289,17.8
PI594901,17.8
PI594435,17.8
PI594449,17.8
PI594515,17.8
PI594664,17.8
PI594686,17.8
PI587558A,19.65
PI587601D,18.950000000000003
PI587604C,19.5
PI587985B,19.05
PI587998G,19.65
PI587736B,17.8
PI587566B,18.55
PI587606C,17.8
PI587588B,17.8
PI587757B,18.85
PI592912B,19.6
PI597416,17.8
PI597470,17.8
PI603164,17.8
PI603304,19.55
PI603319,17.8
PI603401,17.8
PI603744,17.8
PI592956B,18.25
PI597407B,18.3
PI612737,19.15
PI603732A,17.8
PI603418B,17.8
PI603430B,18.9
PI603437C,17.8
PI603544B,17.8
PI603440A,17.8
PI605780C,17.8
PI605877D,17.8
PI605840C,17.8
PI605884A,17.8
PI84713,17.9
PI84976,17.9
PI85010,17.9
PI89008,17.9
PI90369,17.9
PI90406,17.9
PI96118,17.9
PI96162,17.9
PI97081,19.0
PI153275,18.2
PI154190,17.9
PI154198,18.75
PI157451,18.9
PI157472,18.7
PI174852,17.9
PI183485,17.9
PI189860,17.9
PI189878,17.9
PI194633,17.9
PI196526,19.1
PI200450,19.25
PI200492,17.9
PI208431,17.9
PI219780,18.7
PI222546,17.9
PI229362,17.9
PI243527,19.15
PI339867,19.299999999999997
PI339999,19.1
PI360836,17.9
PI360846,17.9
PI361064,17.9
PI361084,17.9
PI372408,17.9
PI398207,18.2
PI398242,17.9
PI398256,17.9
PI398291,17.9
PI398321,17.9
PI398342,17.9
PI398351,18.7
PI398357,18.65
PI398364,19.15
PI398386,17.9
PI398404,17.9
PI398451,17.9
PI398464,17.9
PI398577,18.1
PI398600,17.9
PI398690,19.4
PI398692,19.65
PI398693,18.75
PI398708,17.9
PI398718,18.9
PI398751,17.9
PI398771,17.9
PI398798,18.95
PI398830,18.45
PI398870,17.9
PI398872,17.9
PI398876,19.4
PI398890,17.9
PI398899,18.2
PI398900,19.0
PI398908,17.9
PI398927,17.9
PI398981,17.9
PI398993,18.25
PI399000,19.4
PI399005,18.35
PI399026,18.95
PI399037,18.5
PI399039,18.6
PI399068,17.9
PI399087,17.9
PI399126,18.45
PI404164,18.15
PI404193,17.9
PI407730,17.9
PI407856,18.0
PI407901,18.6
PI407933,17.9
PI407949,17.9
PI407984,18.799999999999997
PI408005,17.9
PI408121,18.049999999999997
PI408152,18.6
PI408205,18.4
PI408306,18.25
PI408322,17.9
PI416764,17.9
PI416785,17.9
PI416789,17.9
PI416834,17.9
PI416870,17.9
PI416898,18.299999999999997
PI416918,17.9
PI416987,17.9
PI417019,17.9
PI417064,17.9
PI417079,17.9
PI417137,17.9
PI417191,17.9
PI417201,17.9
PI417232,17.9
PI417233,17.9
PI417250,17.9
PI417272,17.9
PI417344,18.299999999999997
PI417400,17.9
PI417577,18.25
PI423770,18.049999999999997
PI423771,18.9
PI423779,17.9
PI423793,18.5
PI423894,17.9
PI423924,17.9
PI423964,17.9
PI424165,18.6
PI424224,17.9
PI424252,17.9
PI424256,17.9
PI424282,17.9
PI424303,17.9
PI424419,19.5
PI424424,17.9
PI424447,17.9
PI424448,18.95
PI424520,17.9
PI424565,18.15
PI437083,17.9
PI437113,18.9
PI437172,17.9
PI437184,17.9
PI437196,17.9
PI437201,17.9
PI437218,17.9
PI437372,17.9
PI437423,18.75
PI437445,17.9
PI437450,17.9
PI437485,17.9
PI437496,17.9
PI437561,17.9
PI437582,17.9
PI437587,18.75
PI437625,18.5
PI437637,17.9
PI437739,19.2
PI437761,17.9
PI437764,17.9
PI437850,17.9
PI437896,17.9
PI437924,17.9
PI437982,18.2
PI437997,17.9
PI438001,17.9
PI438010,19.35
PI438021,17.9
PI438028,17.9
PI438136,17.9
PI438224,17.9
PI438289,17.9
PI438322,17.9
PI438323,17.9
PI438352,17.9
PI438410,17.9
PI438469,17.9
PI438480,17.9
PI458031,18.7
PI458048,19.6
PI458078,19.0
PI458117,18.15
PI458119,18.2
PI458257,17.9
PI458263,17.9
PI458276,19.1
PI458286,17.9
PI458303,17.9
PI464880,18.799999999999997
PI464932,17.9
PI468920,17.9
PI470226,18.35
PI471934,17.9
PI475817,17.9
PI476917,17.9
PI504481,17.9
PI506516,17.9
PI506524,17.9
PI506586,17.9
PI506629,19.299999999999997
PI506635,17.9
PI506677,17.9
PI506716,17.9
PI506741,17.9
PI506936,17.9
PI507024,18.15
PI507348,17.9
PI507392,17.9
PI507398,17.9
PI507405,18.1
PI507493,17.9
PI507533,17.9
PI507562,17.9
PI507573,19.1
PI507674,19.549999999999997
PI507697,19.7
PI509094,17.9
PI518830,17.9
PI538376,17.9
PI543856,19.799999999999997
PI547631,17.9
PI548304,17.9
PI548485,19.35
PI548547,18.799999999999997
PI548606,17.9
PI548660,19.4
PI549060,17.9
PI549061,19.2
PI561345,17.95
PI567059,17.9
PI567167,18.75
PI567391,18.2
PI567431,18.35
PI567500,17.9
PI567503,18.5
PI572238,19.25
PI577798,17.9
FC31572-3,18.9
PI85009-1,17.9
PI91121-2,18.45
PI161431A,17.9
PI290116B,18.65
PI291293B,17.9
PI291309A,17.9
PI407875A,17.9
PI407898A,18.549999999999997
PI407903B,17.9
PI408050A,17.9
PI408126A,17.9
PI408206-1,18.549999999999997
PI408270C,18.6
PI408285C,18.25
PI408296A,17.9
PI408310A,17.95
PI408318A,17.9
PI408319A,18.4
PI417472B,19.049999999999997
PI417513A,19.1
PI423753A,17.9
PI423890C,17.9
PI424234B,17.9
PI424272A,17.9
PI424349C,17.9
PI424370A,18.15
PI424488A,17.9
PI424590A,17.9
PI437118A,17.9
PI437168A,17.9
PI437260B,17.9
PI437265D,17.9
PI437330B,17.9
PI437408C,17.9
PI437676B,19.2
PI437680B,19.65
PI437774A,17.9
PI437848A,17.9
PI437933B,17.9
PI437934A,18.4
PI438004A,17.9
PI438123B,17.9
PI438357B,17.9
PI438435B,17.9
PI458060A,18.049999999999997
PI458074A,17.9
PI458175B,17.9
PI458230A,17.9
PI458244C,17.9
PI479728B,18.1
PI506581A,18.45
PI506585B,17.9
PI507216B,17.9
PI512322A,18.65
PI588044,17.9
PI588018,18.95
PI587813,18.95
PI587640,18.9
PI441360A,17.9
PI567351A,17.9
PI567352C,18.4
PI567370A,17.9
PI567447A,19.299999999999997
PI567482A,17.9
PI567482B,17.9
PI567574B,17.9
PI567602B,17.9
PI567610A,17.9
PI567646B,17.9
PI567648C,17.9
PI567739B,17.9
PI567215A,17.9
PI567264B,17.9
PI578332A,18.549999999999997
PI578401D,17.9
PI592935,17.9
PI592958,20.15
PI592970,19.4
PI594198,19.45
PI594393,17.9
PI594846,17.9
PI594406,17.9
PI587564B,17.9
PI587570A,18.7
PI587716C,20.2
PI587808B,19.2
PI587600B,20.049999999999997
PI587606B,19.15
PI587606E,18.85
PI587598B,18.5
PI597423,17.9
PI597485,17.9
PI603306,18.4
PI603341,19.5
PI603355,19.799999999999997
PI603356,19.95
PI603484,17.9
PI603506,17.9
PI603616,17.9
PI603717,17.9
PI594170A,18.95
PI594170B,18.9
PI594398B,17.9
PI594568A,19.7
PI594809B,17.9
PI597427B,18.45
PI612722,19.85
PI612732,19.5
PI612735,19.6
PI603301B,17.9
PI603324B,20.0
PI603405B,17.9
PI603418C,17.9
PI603419B,17.9
PI603433A,17.9
PI603698B,19.15
PI603562B,17.9
PI612707A,17.9
PI612711A,17.9
PI612720B,17.9
PI594647B,17.9
PI612720A,17.9
PI605871B,17.9
PI606390A,17.9
PI605817A,17.9
FC30685,20.9
PI84674,18.0
PI84751,18.0
PI85441,18.9
PI87457,18.55
PI96550,18.0
PI132203,18.8
PI153230,18.0
PI153263,18.0
PI157409,18.35
PI171652,18.0
PI189857,19.1
PI196166,18.8
PI196529,18.0
PI200516,18.0
PI200519,18.0
PI200538,19.2
PI201421,18.0
PI221717,18.0
PI227222,18.0
PI229344,18.0
PI238930,18.0
PI243544,18.0
PI248409,18.3
PI248514,18.6
PI291291,18.0
PI291313,19.0
PI297537,18.0
PI339995,18.0
PI340028,18.65
PI360842,18.0
PI360844,18.0
PI360845,18.0
PI361120,18.05
PI381666,19.25
PI385943,19.8
PI398228,18.0
PI398275,18.0
PI398277,18.15
PI398339,19.5
PI398395,18.0
PI398402,19.65
PI398403,18.0
PI398445,19.65
PI398448,18.05
PI398485,18.0
PI398490,18.0
PI398520,19.0
PI398545,18.8
PI398617,18.0
PI398619,18.0
PI398646,18.65
PI398694,18.0
PI398780,19.5
PI398785,19.75
PI398799,18.65
PI398833,19.3
PI398936,18.0
PI398980,18.0
PI404154,18.45
PI404161,18.0
PI405690,20.0
PI406710,18.9
PI407722,18.0
PI407793,18.35
PI407803,18.55
PI407850,18.3
PI407897,18.15
PI407904,18.0
PI407954,18.0
PI408274,18.4
PI408305,18.05
PI408333,18.8
PI416884,20.05
PI416960,18.0
PI416966,18.0
PI416999,18.0
PI417001,18.0
PI417073,18.8
PI417223,18.0
PI417339,18.0
PI417349,18.0
PI417361,18.0
PI417375,18.0
PI423715,18.0
PI423777,18.95
PI423783,18.75
PI423829,18.0
PI423865,18.0
PI423871,18.0
PI423883,18.0
PI423896,19.15
PI423899,18.0
PI424140,18.0
PI424197,18.35
PI424198,18.55
PI424280,18.0
PI424422,18.25
PI424440,18.0
PI424591,18.0
PI436566,18.0
PI437087,18.0
PI437099,18.0
PI437163,18.0
PI437269,18.0
PI437307,18.0
PI437365,18.55
PI437379,18.0
PI437387,18.0
PI437490,18.0
PI437503,18.0
PI437506,18.0
PI437534,18.0
PI437606,18.0
PI437659,18.0
PI437687,18.0
PI437696,18.8
PI437766,18.0
PI437822,18.0
PI437832,18.0
PI437842,18.0
PI437893,18.1
PI437904,18.0
PI438022,18.25
PI438043,18.0
PI438060,18.0
PI438091,18.4
PI438107,18.0
PI438159,18.2
PI438189,18.85
PI438332,18.0
PI438365,18.0
PI438389,18.0
PI438425,18.0
PI438453,18.4
PI438457,18.25
PI438505,18.0
PI438508,18.0
PI445795,18.0
PI458019,18.0
PI458052,18.45
PI458063,18.0
PI458136,18.0
PI458523,18.0
PI467327,18.0
PI470223,18.0
PI479757,19.9
PI482599,18.0
PI504487,18.0
PI504506,18.95
PI506495,18.0
PI506512,19.05
PI506523,18.2
PI506584,18.0
PI506603,19.5
PI506615,18.0
PI506625,19.0
PI506636,18.7
PI506652,18.0
PI506656,18.0
PI506672,18.0
PI506689,18.0
PI506765,18.8
PI506843,18.0
PI506857,18.4
PI506886,19.4
PI506966,18.0
PI507003,18.0
PI507048,18.0
PI507061,18.05
PI507067,18.0
PI507086,18.0
PI507101,18.0
PI507103,18.0
PI507185,18.0
PI507188,18.5
PI507257,18.0
PI507277,18.0
PI507299,18.0
PI507477,18.2
PI507693,18.85
PI507716,18.0
PI518720,18.15
PI548493,19.0
PI548622,19.425
PI548680,18.0
PI549022,18.15
PI561276,18.0
PI566955,18.0
PI567334,18.95
PI567390,18.0
PI567458,18.3
PI567565,18.0
PI567622,18.0
PI567633,18.0
PI567754,18.0
PI567772,18.0
PI567777,18.0
PI578376,18.0
PI578396,19.5
PI578404,18.7
PI84908-1,18.0
PI86109B,18.6
PI91110-1,18.75
PI253656A,18.0
PI297498A,18.0
PI319534A,18.0
PI361059A,18.0
PI361088B,18.0
PI361097B,18.15
PI370057B,18.0
PI404173B,18.0
PI407655C,18.0
PI407659B,18.0
PI407902A,18.0
PI408048B,18.0
PI408055A,18.0
PI408055D,18.2
PI408076C,18.8
PI408181B,18.35
PI408217A,18.0
PI408226B,18.0
PI417179A,18.15
PI417309B,18.0
PI423930A,18.0
PI424156B,18.0
PI424157A,19.15
PI424219A,18.0
PI424222B,18.0
PI424269A,18.0
PI424284A,18.0
PI424357A,18.9
PI424462A,18.0
PI437251B,18.0
PI437378A,18.0
PI437630D,18.0
PI437643A,18.0
PI437740A,20.15
PI437774C,18.0
PI437788A,18.0
PI437996C,18.0
PI438048A,18.0
PI438109A,18.0
PI438123C,18.0
PI438160B,18.0
PI438230A,18.0
PI438233C,18.0
PI438249B,18.0
PI438339B,18.0
PI438504A,18.0
PI442009A,18.0
PI445801A,18.0
PI458053A,18.15
PI458307A,18.0
PI506590E,19.5
PI506762B,18.0
PI507441A,19.15
PI507704A,18.0
PI507711A,18.0
PI508296C,18.1
PI518718A,18.0
PI561282A,19.45
PI561292B,18.0
PI561379A,18.0
PI588003,18.9
PI587819,18.0
PI587834,18.3
PI587663,19.1
PI567319B,18.25
PI567381A,18.0
PI567396C,18.8
PI567540B,18.0
PI567543C,18.1
PI567582A,18.0
PI567588B,18.0
PI567751B,18.0
PI567224C,18.0
PI567264C,18.0
PI574476B,18.0
PI592920,19.5
PI592939,18.0
PI592952,19.7
PI593943,19.15
PI594561,18.0
PI594884,18.0
PI594403,18.0
PI587601C,18.0
PI587820A,18.0
PI587601A,19.3
PI587985A,18.95
PI578498A,18.0
PI597428,18.0
PI597434,18.0
PI603294,18.0
PI603296,18.0
PI603313,18.0
PI603328,18.0
PI603332,19.35
PI603389,18.0
PI603439,19.25
PI603452,18.0
PI603560,18.0
PI603640,18.9
PI603644,18.0
PI594397B,18.0
PI594398A,19.65
PI594899B,18.9
PI606748,18.0
PI603732B,18.0
PI603742A,18.0
PI603743B,18.0
PI603426B,18.0
PI603477A,18.0
PI603913A,18.0
PI612617B,18.0
PI605876A,18.0
PI628865,18.0
PI599508,18.1
FC31630,18.1
PI54834,19.3
PI59845,18.6
PI65342,19.05
PI70208,18.1
PI82527,18.85
PI84757,19.3
PI87525,18.1
PI87618,18.1
PI88292,18.1
PI88782,20.1
PI153285,18.1
PI157431,18.1
PI157443,18.75
PI171433,18.1
PI172901,18.1
PI175183,18.1
PI181553,18.1
PI189862,18.1
PI196170,18.1
PI196528,18.1
PI200448,18.1
PI200474,18.450000000000003
PI200493,18.1
PI200495,18.1
PI209334,18.1
PI221715,18.1
PI224275,18.1
PI227160,18.6
PI229317,18.1
PI229356,18.1
PI229361,18.1
PI232995,18.1
PI243518,18.1
PI243545,18.1
PI243549,18.1
PI290139,19.35
PI291318,18.1
PI291329,18.5
PI291331,18.1
PI297528,18.1
PI347568,19.0
PI358313,19.4
PI361083,18.1
PI361087,18.1
PI391585,18.1
PI398241,19.15
PI398246,18.200000000000003
PI398319,18.1
PI398325,18.1
PI398329,18.55
PI398341,19.450000000000003
PI398385,18.1
PI398407,18.9
PI398442,18.1
PI398486,18.1
PI398500,18.85
PI398696,18.1
PI398750,18.1
PI398772,18.6
PI398787,19.0
PI398879,18.1
PI398888,18.1
PI398955,18.1
PI398973,18.1
PI399030,18.700000000000003
PI399048,20.200000000000003
PI404175,18.1
PI407849,18.1
PI407870,18.1
PI407912,18.35
PI407925,18.1
PI407945,19.450000000000003
PI407948,18.1
PI408000,18.950000000000003
PI408007,18.75
PI408049,18.8
PI408176,18.4
PI408313,18.1
PI416746,18.1
PI416747,18.1
PI416750,18.1
PI416763,18.1
PI416788,19.15
PI416816,18.1
PI416830,18.1
PI416842,18.1
PI416849,18.1
PI416865,18.1
PI416891,18.1
PI416940,18.1
PI416954,18.1
PI416979,19.200000000000003
PI416980,18.1
PI416983,18.1
PI417034,18.1
PI417055,18.1
PI417085,18.1
PI417088,18.1
PI417219,18.1
PI417244,18.1
PI417289,18.1
PI417314,18.1
PI417318,18.1
PI417338,18.25
PI417346,18.1
PI417379,18.1
PI417451,18.1
PI423707,18.1
PI423724,18.1
PI423740,18.1
PI423761,18.1
PI423768,18.6
PI423812,18.1
PI424311,18.1
PI424360,18.1
PI424408,18.1
PI424459,18.1
PI424471,18.1
PI424490,18.1
PI424528,18.1
PI424564,18.1
PI434976,18.1
PI437106,18.1
PI437244,18.1
PI437266,18.1
PI437455,18.1
PI437459,18.1
PI437495,18.1
PI437713,21.05
PI437734,18.8
PI437735,18.1
PI437755,18.1
PI437830,18.4
PI437861,18.1
PI437892,18.1
PI437958,18.1
PI437980,18.75
PI437993,18.1
PI438007,18.1
PI438014,18.1
PI438049,18.1
PI438090,18.1
PI438149,18.1
PI438161,19.3
PI438172,18.1
PI438202,18.1
PI438204,18.5
PI438208,18.450000000000003
PI438243,19.200000000000003
PI438279,18.1
PI438335,18.1
PI442019,18.450000000000003
PI458040,18.1
PI458087,18.1
PI458176,18.3
PI458177,18.1
PI458197,18.200000000000003
PI458223,18.1
PI458258,18.1
PI458282,18.1
PI458295,18.35
PI464910,18.1
PI464941,18.1
PI467315,18.25
PI504507,18.1
PI506478,18.1
PI506530,18.1
PI506659,18.1
PI506744,18.1
PI506772,18.1
PI506807,18.1
PI506809,18.450000000000003
PI506842,18.1
PI506851,18.450000000000003
PI506877,19.1
PI506892,18.1
PI506903,18.25
PI506917,18.1
PI506991,19.450000000000003
PI507013,18.1
PI507025,18.1
PI507072,18.1
PI507084,18.1
PI507085,18.1
PI507112,18.1
PI507127,18.1
PI507253,18.1
PI507367,18.1
PI507384,18.1
PI507425,18.1
PI507468,18.1
PI507536,18.1
PI507571,18.1
PI508298,18.1
PI518825,18.1
PI525492,18.1
PI539860,18.1
PI548305,18.1
PI548306,18.1
PI548334,18.1
PI548349,18.1
PI548397,18.1
PI548422,18.1
PI548427,18.1
PI548461,19.6
PI548464,18.1
PI553040,18.1
PI556950,18.65
PI561332,18.1
PI561375,18.6
PI567019,18.1
PI567037,18.1
PI567038,18.1
PI567297,19.4
PI567329,19.450000000000003
PI567443,18.700000000000003
PI567515,18.1
PI567559,18.1
PI567608,18.1
PI567746,18.1
PI572239,19.200000000000003
PI578369,18.1
PI578386,18.1
PI578398,18.1
PI578480,19.5
PI584506,19.9
PI87631-1,18.1
PI91733-1,18.1
PI291293A,18.1
PI291302B,18.1
PI291310C,18.1
PI339863A,19.1
PI361123B,18.1
PI378677C,18.1
PI379559A,18.1
PI407861B,18.1
PI407926A,18.1
PI407999-1,18.1
PI408066B,19.25
PI417324B,18.3
PI423756A,18.1
PI423769A,18.1
PI423845A,18.1
PI423914B,19.3
PI424229B,18.1
PI424324B,18.1
PI424349A,18.1
PI424474-1,18.1
PI424549A,18.1
PI424605A,18.1
PI437205A,18.1
PI437381C,18.1
PI437420B,18.1
PI437428A,18.1
PI437615B,18.75
PI437621B,18.1
PI437645B,19.4
PI437934B,18.1
PI437953A,18.1
PI438051A,18.1
PI438256A,18.1
PI442038B,18.9
PI445827A,18.1
PI458062A,19.0
PI458067B,18.25
PI458246A,18.25
PI464914B,18.6
PI506590C,18.1
PI507167A,18.1
PI507715A,18.450000000000003
PI532441A,19.3
PI561302A,19.5
PI586980,18.1
PI587901,19.05
PI587833,19.200000000000003
PI587639,18.950000000000003
PI587581,19.35
PI587591,20.3
PI506838A,18.1
PI567435B,19.0
PI567473A,18.9
PI567528A,18.1
PI567598A,18.5
PI567673B,18.1
PI567684B,18.1
PI567713C,18.1
PI567755C,19.200000000000003
PI567201D,19.0
PI567229A,18.4
PI574480A,18.1
PI567005A,18.1
PI567115C,18.1
PI567122C,18.1
PI578401A,20.166666666666668
PI592908,18.1
PI592947,18.1
PI592978,18.1
PI593944,18.1
PI593969,19.3
PI594022,19.1
PI594817,18.1
PI594874,18.1
PI587709A,18.85
PI587603B,18.8
PI587815A,18.1
PI587863B,18.1
PI597409,19.35
PI597415,19.55
PI603322,18.1
PI603323,18.950000000000003
PI603372,18.1
PI603395,18.1
PI603463,18.1
PI603474,18.1
PI603608,18.1
PI603624,18.1
PI603650,18.1
PI603736,18.1
PI606420,18.1
PI594014B,19.4
PI594245B,19.65
PI594280C,18.950000000000003
PI594280E,18.1
PI594397A,18.1
PI594572A,20.8
PI594745A,18.1
PI597391A,18.1
PI603539A,18.1
PI603637B,18.1
PI603672A,18.1
PI603724E,18.1
PI603573B,18.1
PI603436B,18.1
PI603455B,18.1
PI607835,18.1
PI605844D,18.1
PI628933,18.1
PI632431,18.1
FC3981,18.45
FC31677,19.0
FC33123,19.35
PI68470,19.2
PI68710,18.9
PI80837,18.6
PI82210,18.65
PI82312,18.2
PI84742,18.2
PI84810,18.2
PI85490,18.65
PI86024,18.7
PI86045,19.35
PI86060,18.2
PI86071,18.2
PI86504,18.2
PI88282,18.2
PI88810,18.45
PI89783,18.2
PI90233,18.2
PI90241,19.25
PI91679,18.2
PI91684,18.35
PI93055,18.2
PI96927,18.2
PI96978,18.2
PI123578,18.2
PI153214,18.2
PI153290,18.2
PI153314,18.2
PI154193,18.2
PI157445,18.25
PI157450,18.95
PI179823,19.299999999999997
PI181536,18.2
PI181543,20.049999999999997
PI181545,19.25
PI189872,18.2
PI200453,18.2
PI200472,18.9
PI205902,18.2
PI209834,18.2
PI219783,18.2
PI227212,18.2
PI227221,18.2
PI229314,18.5
PI229319,18.2
PI243523,18.2
PI261467,18.2
PI291279,19.2
PI291282,18.2
PI291290,18.2
PI291297,18.2
PI297541,18.2
PI361095,18.2
PI361108,18.799999999999997
PI372407,18.2
PI378671,18.2
PI381667,19.0
PI381668,19.049999999999997
PI398229,18.2
PI398283,18.2
PI398300,18.2
PI398318,18.2
PI398362,19.7
PI398381,18.299999999999997
PI398400,19.75
PI398431,18.2
PI398493,18.2
PI398504,18.2
PI398651,18.2
PI398653,19.549999999999997
PI398729,20.65
PI398760,18.2
PI398794,18.2
PI398855,18.75
PI398938,18.2
PI398940,18.2
PI398978,19.549999999999997
PI399038,19.45
PI407855,18.35
PI408047,18.45
PI408064,18.6
PI408080,18.5
PI408208,18.799999999999997
PI408266,19.25
PI408321,19.799999999999997
PI416760,18.2
PI416874,18.2
PI416941,18.2
PI416965,18.2
PI417003,18.2
PI417039,18.2
PI417076,18.2
PI417098,19.35
PI417190,18.2
PI417222,18.2
PI417241,18.6
PI417245,18.2
PI417260,18.2
PI417322,18.2
PI417362,18.2
PI417526,18.65
PI417541,18.2
PI423718,18.2
PI423794,18.299999999999997
PI423854,19.6
PI423893,18.75
PI423922,18.2
PI423927,18.2
PI423974,18.2
PI424138,19.549999999999997
PI424147,19.1
PI424199,19.049999999999997
PI424225,18.2
PI424361,18.2
PI424369,18.25
PI424445,18.2
PI424456,18.2
PI424580,18.2
PI427242,18.549999999999997
PI430737,19.0
PI437115,18.2
PI437191,18.75
PI437225,18.2
PI437237,19.1
PI437242,18.2
PI437283,18.2
PI437302,19.45
PI437425,18.2
PI437442,18.2
PI437449,18.2
PI437453,18.2
PI437549,18.2
PI437681,18.5
PI437745,18.2
PI437751,18.2
PI437794,18.45
PI437801,18.2
PI437849,18.2
PI437989,19.2
PI438077,18.2
PI438155,18.2
PI438203,18.2
PI438285,18.2
PI438292,18.2
PI438441,18.2
PI438468,18.2
PI438488,18.2
PI458113,18.45
PI458152,18.2
PI458196,19.65
PI475825,18.2
PI476895,18.2
PI486355,18.2
PI506498,18.2
PI506505,19.799999999999997
PI506525,18.4
PI506542,18.85
PI506567,18.2
PI506604,18.2
PI506606,18.2
PI506674,19.25
PI506797,18.2
PI506884,18.2
PI506964,18.2
PI507002,18.2
PI507031,18.2
PI507119,18.2
PI507205,18.2
PI507223,18.75
PI507262,18.2
PI507316,19.35
PI507330,18.2
PI507347,18.799999999999997
PI507494,18.2
PI507504,18.2
PI507511,18.2
PI507539,19.15
PI507712,19.15
PI508294,18.2
PI509082,20.299999999999997
PI533604,18.2
PI538378,18.2
PI538403,18.2
PI548346,18.2
PI548475,19.1
PI548486,18.2
PI548604,18.6
PI549079,19.15
PI561275,18.2
PI561329,18.25
PI567437,18.7
PI567477,18.95
PI567533,18.2
PI567544,18.2
PI567569,18.2
PI567581,18.2
PI567592,18.799999999999997
PI567663,18.2
PI567664,18.2
PI567668,18.2
PI567704,18.2
PI567740,18.2
PI567778,18.65
PI578373,19.25
PI578381,20.95
PI578384,19.35
PI578479,19.85
PI86113S,19.85
PI91121-1,19.2
PI91178-1,18.2
PI290129B,18.2
PI360955B,18.85
PI361062B,18.2
PI372403C,18.2
PI407932A,18.2
PI408004-2,18.799999999999997
PI408083C,18.2
PI408226A,18.2
PI408248A,18.799999999999997
PI408298B,18.2
PI423747B,18.2
PI423826A,18.35
PI423863A,18.2
PI424172C,18.2
PI424178B,18.2
PI424229A,18.2
PI424232A,18.2
PI424255A,18.2
PI424270C,18.95
PI424285C,18.2
PI424349B,18.2
PI424590B,18.2
PI424611A,18.2
PI437078A,18.2
PI437265B,18.9
PI437375A,18.2
PI437389A,18.9
PI437432B,18.2
PI437434B,18.2
PI437621A,18.2
PI437895A,18.2
PI437915A,18.2
